"id","idCurso","idEstudiante","idRepresentante","idVendedor","idNivel","idModalidad","numero","observaciones","valorAcordado","comision","tipoVendedor","libro","libroFecha","contrato","estado","created_at","updated_at"
"11","28","1518","1007","3",NULL,NULL,"0","UN SOLO NIVEL PAGO DE CONTADO EN EFECTIVO ","351.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 17:32:38","2026-05-01 14:23:32"
"12","6","1519","40","14",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO 150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:01:40","2026-05-01 14:23:32"
"13","6","1520","41","12",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON UN FAMILIAR","225.00","13.50","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:18:36","2026-05-11 14:25:44"
"14","6","1521","42","14",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO 150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:32:16","2026-05-01 14:23:32"
"15","6","1522","43","13",NULL,NULL,"0","11/07/24 PENDIENTE POR CANCELAR MENSUALIDAD Y LIBRO ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:41:40","2026-05-01 14:23:32"
"16","5","1523","44","12",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO 150,00","450.00","27.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:49:20","2026-05-11 14:25:44"
"17","5","1524","45","12",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y SUMINISTROS 150,00     CONTACTARSE AL NUMERO DE LA MAMÁ PARA CUALQUIER REQUERIMIENTO RESPECTO AL ESTUDIANTE 0959530337","450.00","27.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 18:55:19","2026-05-11 14:25:44"
"18","5","1525","46","13",NULL,NULL,"0","COBRO DE TODO EL NIVEL, SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON EL NIVEL ANTERIOR A1 ","286.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 19:02:38","2026-05-01 14:23:32"
"19","5","1526","47","14",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO 150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 19:27:45","2026-05-01 14:23:32"
"20","5","1527","48","14",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON UN FAMILIAR","225.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 19:38:43","2026-05-01 14:23:32"
"21","5","1528","48","14",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON UN FAMILIAR ","225.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 19:45:01","2026-05-01 14:23:32"
"22","5","1529","49","14",NULL,NULL,"0","13/07/24 SABADO CANCELA PRIMERA MENSUALIDAD Y LIBRO , CANCELA 77.50","77.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 19:59:05","2026-05-01 14:23:32"
"23","5","1530","50","14",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 20:05:25","2026-05-01 14:23:32"
"24","66","1532","53","13",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON UN FAMILIAR $257,50","257.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 20:37:16","2026-05-01 14:23:32"
"25","66","1533","54","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y SUMINISTROS 150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 21:09:01","2026-05-01 14:23:32"
"26","7","1534","55","13",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE AGOGIO A UNA PROMOCION DE 2X1 EN EL NIVEL ANTERIOR $247.50","247.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 21:31:29","2026-05-01 14:23:32"
"27","7","1535","37","12",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO 150,00","450.00","27.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-11 21:44:56","2026-05-11 14:25:44"
"28","27","57","57","12",NULL,NULL,"0","PROMOCION 2X1 CON UN FAMILIAR UN SOLO NIVEL A1 ","200.00","12.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 13:04:13","2026-05-11 14:25:44"
"29","27","58","58","12",NULL,NULL,"0","CANCELA POR MENSUALIDADES,  $125,00 FUE SU CUOTA INICIAL ","350.00","21.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 13:09:34","2026-05-11 14:25:44"
"30","27","1900","567","4",NULL,NULL,"0","CANCELA POR MENSUALIDADES ","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 13:50:53","2026-05-01 14:23:32"
"31","27","60","60","12",NULL,NULL,"0","PROMOCION 2X1 APLICO CON UN FAMILIAR UN SOLO NIVEL ","200.00","12.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:06:39","2026-05-11 14:25:44"
"32","28","1537","61","3",NULL,NULL,"0","PAGO DE CONTADO TODO EL CURSO ","315.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:17:36","2026-05-01 14:23:32"
"33","2","1538","62","14",NULL,NULL,"0","PROMOCION 2X1 APLICO CON UN FAMILIAR ","200.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:23:46","2026-05-01 14:23:32"
"34","2","1539","62","14",NULL,NULL,"0","APLICO PROMOCION 2X1 CON UN FAMILIAR UN SOLO NIVEL ","200.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:27:10","2026-05-01 14:23:32"
"35","2","1540","64","13",NULL,NULL,"0","CANCELO LA MENSUALIDAD DE $75,00 PENDIENTE PAGO DE LIBRO $50","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:39:51","2026-05-01 14:23:32"
"36","2","1541","65","14",NULL,NULL,"0","PROMOCION 2X1 DOS NIVELES A1 Y A2 INCLUYE MATERIAL DE ESTUDIO ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:47:43","2026-05-01 14:23:32"
"37","12","66","66","66",NULL,NULL,"0","CANCELA POR MENSUALIDADES CUOTA INICIAL DE $125,00","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:52:35","2026-05-01 14:23:32"
"38","12","67","67","13",NULL,NULL,"0","APLICO UN 2X1 CON LA ESPOSA UN SOLO NIVEL ","200.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:55:52","2026-05-01 14:23:32"
"39","12","68","68","13",NULL,NULL,"0","APLICO 2X1 DOS NIVELES A1 Y A2 INCLUYE MATERIAL DE ESTUDIO ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 14:58:31","2026-05-01 14:23:32"
"40","12","69","69","3",NULL,NULL,"0","APLICO UN 2X1 CON EL FAMILIAR UN SOLO NIVEL ","200.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 15:00:58","2026-05-01 14:23:32"
"41","27","1540","64","13",NULL,NULL,"0","CANCELA POR MENSUALIDADES CUOTA INICIAL DE $125,00","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:00:35","2026-05-01 14:23:32"
"42","10","1542","71","12",NULL,NULL,"0","PROMOCION 2X1 APLICA CON EL FAMILIAR UN SOLO NIVEL ","200.00","12.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:09:45","2026-05-11 14:25:44"
"43","10","72","72","12",NULL,NULL,"0","APLICA 2X1 NIVELES A1Y A2 INCLUYE MATERIAL DE ESTUDIO ","450.00","27.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:19:27","2026-05-11 14:25:44"
"44","10","1543","73","4",NULL,NULL,"0","PRECIOS DE CONVENIO DE DISTRITO $50 LA MENSUALIDAD Y $6O DE SUMINISTROS ","300.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:26:23","2026-05-01 14:23:32"
"45","10","1544","74","4",NULL,NULL,"0","PRECIOS DE CONVENIO DE DISTRITO MENSUALIDAD DE $50 Y SUMIISTROS DE $60","300.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:32:00","2026-05-01 14:23:32"
"46","10","1545","75","14",NULL,NULL,"0","PROMOCION 2 NIVELES A1 Y A2 INCLUYE MATERIAL DE ESTUDIO ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:43:05","2026-05-01 14:23:32"
"47","10","1546","76","13",NULL,NULL,"0","CANCELA POR MENSUALIDADES Y SU CUOTA INICIAL FUE DE $125,00, COBRO DE SEGUNDA MENSUALIDAD $67.50 PAGO ANTICIPADO ","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:48:27","2026-05-01 14:23:32"
"48","10","1548","180","14",NULL,NULL,"0","APLICO PROMOCION 2X1 UN SOLO NIVEL ","200.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 16:56:41","2026-05-01 14:23:32"
"49","10","1549","41","39",NULL,NULL,"0","COBRO DE TODO EL NIVEL PROMOCION DE 2X1 CON UN FAMILIAR $225,00","225.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 17:49:19","2026-05-01 14:23:32"
"50","10","1550","79","13",NULL,NULL,"0","PENDIENTE MENSUALIDAD Y LIBRO , TIENE DOS MENSALIDADES PENDIENTES DEL NIVEL ANTERIOR ","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 17:58:03","2026-05-01 14:23:32"
"51","10","1551","80","13",NULL,NULL,"0","TINEN PENDIENTE PRIMERA MENSUALIDAD Y LIBRO , TIENE UNA MENSUALIDAD PENDIENTE DEL NIVEL ANTERIOR ","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:05:49","2026-05-01 14:23:32"
"52","10","1552","81","13",NULL,NULL,"0","PENDIENTE PRIMERA MENSUALIDAD Y LIBRO ","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:17:02","2026-05-01 14:23:32"
"53","55","1531","52","14",NULL,NULL,"0","CANCELA PRIMERA MENSUALIDAD Y LIBRO $125,00","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:29:16","2026-05-01 14:23:32"
"54","55","84","84","4",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $125,00","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:34:35","2026-05-01 14:23:32"
"55","55","85","85","14",NULL,NULL,"0","PENDIENTE LIBRO INGRESA EL 15 DE JULIO , CANCELO PRIMERA MENSUALIDAD $50","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:46:53","2026-05-01 14:23:32"
"56","55","87","87","13",NULL,NULL,"0","PENDIENTE LIBRO , CANCELO SU PRIMERA MENSUALIDAD DE $50","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 18:54:08","2026-05-01 14:23:32"
"57","7","1555","88","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 19:04:34","2026-05-01 14:23:32"
"58","63","1557","89","4",NULL,NULL,"0","COBRO DE TODO EL NIVEL PAGO DE CONTADO ","315.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 19:53:05","2026-05-01 14:23:32"
"59","63","1558","90","14",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y SUMINISTROS $110","350.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:04:02","2026-05-01 14:23:32"
"60","15","1559","91","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO , COLEGIO MANTA $77.50","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:15:11","2026-05-01 14:23:32"
"61","5","1560","92","13",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCION DE 2X1 CON UN FAMILIAR ","225.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:24:54","2026-05-01 14:23:32"
"62","5","1561","92","13",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCION DE 2X1 CON UN FAMILIAR ","225.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:29:10","2026-05-01 14:23:32"
"63","15","1562","93","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO , COLEGIO MANTA 77.50 , VALOR TOTAL $227.50","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:42:02","2026-05-01 14:23:32"
"64","15","1563","94","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBROS $125,00 , DEBE UNA MENSUALIDAD DEL NIVEL ANTERIOR EL 29 DE JULIO INDICA QUE CANCELA","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 20:50:30","2026-05-01 14:23:32"
"65","15","1564","95","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $77,50 , VALOR TOTAL DEL NIVEL $227,50","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 21:03:47","2026-05-01 14:23:32"
"66","15","1565","96","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $125,00","325.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-12 21:11:01","2026-05-01 14:23:32"
"67","11","1567","99","13",NULL,NULL,"0","COBRO DE TODO EL NIEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON EL NIVEL ANTERIOR VALOR TOTAL $286.88","286.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-13 13:30:07","2026-05-01 14:23:32"
"68","11","1568","100","13",NULL,NULL,"0","CANCELA PRIMERA MENSUALIDAD PENDIENTE LIBRO $VALOR TOTAL DEL CURSO $227,50 , CANCELO $37.50 COLEGIO MANTA ","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-13 13:37:13","2026-05-01 14:23:32"
"69","11","1569","101","13",NULL,NULL,"0","COBRO DE PRIMERA MENSALIDAD Y LIBRO VALOR TOTAL DEL NIVEL $227,50 CANCELO $77.50","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-13 14:06:45","2026-05-01 14:23:32"
"70","11","1570","102","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-13 14:24:01","2026-05-01 14:23:32"
"71","66","1556","47","14",NULL,NULL,"0","COBRO DE PRIMERA , SEGUNDA MENSUALIDAD Y LIBRO ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 13:01:25","2026-05-01 14:23:32"
"72","29","1571","103","4",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAGO DE CONTADO $256 UN SOLO NIVEL ","256.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:03:11","2026-05-01 14:23:32"
"73","29","1572","104","13",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAQUETE JUNIOR $600","600.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:17:45","2026-05-01 14:23:32"
"74","29","105","105","12",NULL,NULL,"0","COBRO DE CURSO DE INGLES, VALOR A CANCELAR INICIAL DE $100 Y TIENE PENDIENTE ULTIMA MENSUALIDAD DE AGOSTO ","250.00","15.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:25:37","2026-05-11 14:25:44"
"75","11","1573","106","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:28:04","2026-05-01 14:23:32"
"76","29","1574","107","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES FULL PACK $1500","1500.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:29:54","2026-05-01 14:23:32"
"77","11","1575","91","13",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBRO $77.50 CLEGIO MANTA , VALOR TOTAL DEL CURSO $227,50","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:34:22","2026-05-01 14:23:32"
"78","29","1576","108","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES, VALOR INICIAL A CANCELAR $100 TIENE PENDIENTE JUNIO,JULIO Y AGOSTO POR CANCELAR ","250.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:34:26","2026-05-01 14:23:32"
"79","29","1577","109","13",NULL,NULL,"0","COBRO DE CURSO DE INGLES AÑO JUNIOR $600 ","600.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:38:25","2026-05-01 14:23:32"
"80","29","1579","111","13",NULL,NULL,"0","COBRO DE CURSO DE INGLES VALOR INICIAL A CANCELAR $100 PENDIENTE JULIO Y AGOSTO CANCELA LOS 23 DE CADA MES ","250.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:43:37","2026-05-01 14:23:32"
"81","11","1578","110","13",NULL,NULL,"0","TIENE PENDIENTE PRIMERA MENSUALIDAD Y LIBROS POR UN VALOR DE $77.50 , VALOR TOTAL DEL CURSO 227,50 , COLEGIO MANTA ","227.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:44:24","2026-05-01 14:23:32"
"82","29","1580","112","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES AÑO JUNIOR $600","600.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:48:04","2026-05-01 14:23:32"
"83","29","1582","114","12",NULL,NULL,"0","COBRO DE CURSO DE INGLES, VALOR INICIAL A CANCELAR $100 TIENE PENDIENTE JUNIO,JULIO Y AGOSTO POR CANCELAR ","250.00","15.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:53:12","2026-05-11 14:25:44"
"84","11","1581","113","4",NULL,NULL,"0","COBRO DE PRIMERA MENSUALIDAD Y LIBROS $150,00 , CANCELA TODOS LOS 15 ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 15:56:03","2026-05-01 14:23:32"
"85","30","1583","115","4",NULL,NULL,"0","COBRO DE CURSO DE INGLES ONLINE VALOR INICIAL A CANCELAR $80 TIENE PENDIENTE JUNIO Y JULIO ","180.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:00:39","2026-05-01 14:23:32"
"86","11","1584","116","14",NULL,NULL,"0","PENDIENTE LIBROS $75,00 , INDICA QUE EL 3 DE AGOSTO CANCELA EL LIBRO Y MES ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:03:55","2026-05-01 14:23:32"
"87","30","117","117","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES ONLINE VALOR INICIAL $90 TIENE PENDIENTE JUNIO Y JULIO ","210.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:04:09","2026-05-01 14:23:32"
"88","30","118","118","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES ONLINE PAGO DE CONTADO $189 UN SOLO NIVEL ","189.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:07:49","2026-05-01 14:23:32"
"89","30","120","120","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES ONLINE PAGO DE CONTADO $189 UN SOLO NIVEL ","189.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:16:02","2026-05-01 14:23:32"
"90","11","1585","119","14",NULL,NULL,"0","PENDIENTE PRIMERA MENSUALIDAD Y LIBRO $120 , TIENE $10 PENDIENTES DEL NIVEL ANTERIOR ","360.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:17:41","2026-05-01 14:23:32"
"91","30","121","121","13",NULL,NULL,"0","COBRO DE CURSO DE INGLES ONLINE VALOR INICIAL $90 NO CUENTA CON VALORES A CANCELAR ","210.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:20:02","2026-05-01 14:23:32"
"92","30","122","122","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES, SE ENCONTRABA PRESENCIAL EL CUAL CANCELO 2 MENSUALIDADES DE $75 Y UNA DE $60 VCALOR INICIAL EL CUAL CANCELO FUE DE $95","230.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:26:28","2026-05-01 14:23:32"
"93","11","1586","123","13",NULL,NULL,"0","PENDIENTE PRIMERA MENSUALIDAD Y LIBROS $150,00","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:28:55","2026-05-01 14:23:32"
"94","11","1587","125","39",NULL,NULL,"0","COBRO DE TODO EL NIVEL SE ACOGIO A UNA PROMOCIÓN DE 2X1 CON EL NIVEL ANTERIOR VALOR TOTAL$286,87","286.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:40:03","2026-05-01 14:23:32"
"95","18","1588","126","12",NULL,NULL,"0","PENDIENTE DOS MENSUALIDADES DEL NIVEL ANTERIOR , PENDIENTE PRIMERA MENSUALIDAD Y LIBRO $150 ","450.00","27.00","1","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 16:59:10","2026-05-11 14:25:44"
"96","31","127","127","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAGO DE CONTADO $405 UN SOLO NIVEL ","405.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:13:51","2026-05-01 14:23:32"
"97","31","1589","127","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAGO DE CONTADO $405 UN SOLO NIVEL ","405.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:19:55","2026-05-01 14:23:32"
"98","31","1590","128","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAGO DE CONTADO $405 UN SOLO NIVEL ","405.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:24:55","2026-05-01 14:23:32"
"99","31","1591","129","4",NULL,NULL,"0","COBRO DE CURSO DE INGLES, TIENE PENDIENTE MENSUALIDADES Y LIBRO Y YA SE LE ENTEGRO LIBRO 
","400.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:44:26","2026-05-01 14:23:32"
"100","31","1592","130","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES VALOR INICIAL $150 PENDIENTE JUNIO,JULIO,AGOSTO Y SEPTIEMBRE POR CANCELAR ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:49:30","2026-05-01 14:23:32"
"101","31","1593","131","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES VALOR INICIAL $150 PENDIENTE AGOSTO Y SEPTIEMBRE ","450.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:53:36","2026-05-01 14:23:32"
"102","2","132","132","13",NULL,NULL,"0","CANCELA TODO EL CURSO DEL NIVEL A1 ","315.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:58:01","2026-05-01 14:23:32"
"103","31","1594","133","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES PAGO DE CONTADO $337.50 UN SOLO NIVEL POR 4 MESES ","337.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 17:59:01","2026-05-01 14:23:32"
"104","31","1595","134","14",NULL,NULL,"0","COBRO DE CURSO DE INGLES VALOR INICIAL $80 PENDIENTE $70 DE LA PRIMERA MESUALIDAD Y LAS ULTIMAS 3 MENSUALIDADES YA SE LE ENTREGO LIBRO ","375.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 18:03:11","2026-05-01 14:23:32"
"105","40","1596","135","4",NULL,NULL,"0","COBRO DE CURSO DE INGLES , TIENE CANCELADO 2 NIVELES CHILDREN 1 Y 2 PAGO DE CONTADO ","548.00","0.00","2","0","2025-03-13 13:36:34",NULL,"4","2024-07-15 18:17:20","2026-05-01 14:23:32"
